accountID,region,partnerInvolved
o9xn7s,North America,No
9s4edc,North America,No
h3lnwt,North America,No
smdnwc,EMEA,No
jyp5z4,APAC,Yes
suhcid,North America,No
2w3xjz,EMEA,Yes
rh5etx,EMEA,No
v4qyjv,North America,Yes
cpt5r6,APAC,No
supi8c,Latin America,No
tmc2zf,EMEA,No
y4y238,EMEA,Yes
psaj67,APAC,No
mrh6pr,EMEA,No
xb1vbu,EMEA,No
kgzcv3,APAC,No
q4k637,North America,No
kry5wm,North America,No
effoxg,EMEA,No
be1r0x,North America,No
mwx775,EMEA,Yes
pnqzlf,North America,No
23kjp4,APAC,Yes
e96b8m,North America,No
i70kmn,APAC,No
dte5vu,North America,No
zsr6dz,North America,No
g7m0sl,EMEA,No
lpgmtp,EMEA,No
uddisl,North America,No
s2u5pq,North America,No
xdco11,APAC,No
swubk6,North America,No
ot719k,EMEA,No
crrkum,EMEA,Yes
2ny31n,APAC,No
15rcxb,EMEA,Yes
5a46r9,EMEA,No
q2o3bt,EMEA,No
2mmu5p,EMEA,No
lbtr6x,EMEA,No
c4nnjz,EMEA,Yes
ygebit,North America,No
fbiv60,North America,No
zsheeh,EMEA,No
xr6044,APAC,No
63gpr7,North America,Yes
d3ey64,North America,No
9lzuqw,Africa,No
xfld42,EMEA,No
05m1he,Latin America,No
879d7q,EMEA,No
xhdhoi,APAC,No
alnllv,North America,No
9mj74v,Latin America,Yes
i0tfbv,EMEA,No
antfql,Latin America,Yes
x6edxw,EMEA,Yes
18ipir,APAC,Yes
pmiqlh,EMEA,No
yl8fy3,North America,Yes
3bxeqp,Latin America,No
qbv8fk,APAC,No
vpgvxb,EMEA,Yes
vxe3d9,APAC,Yes
dpxdkc,EMEA,Yes
8ywlsw,EMEA,Yes
g8d8bi,North America,No
9enhde,North America,No
azvhzi,EMEA,No
bl37nn,APAC,No
8uoxqe,APAC,No
322vfw,Latin America,No
vs5eej,EMEA,Yes
eee02g,North America,No
sqthug,North America,No
4h7qxj,EMEA,No
itzojo,EMEA,No
23wujr,APAC,No
wk8m9b,North America,No
66hmm4,North America,No
m0isyi,North America,No
xgh533,EMEA,Yes
pa9f4r,EMEA,No
9mazkt,North America,No
48up6d,North America,No
76o1df,North America,No
6bj1uw,North America,No
4yo2g1,APAC,No
drwgpf,EMEA,Yes
s7f101,Latin America,No
lz3x28,EMEA,No
swks4i,EMEA,Yes
pmgj2c,APAC,Yes
xgayjd,EMEA,No
1dr38f,North America,No
mnfjes,EMEA,No
uc2mgr,Africa,Yes
ur6bdd,EMEA,No
g5fpes,EMEA,Yes
co972j,North America,No
48jvaq,North America,No
iqbiyf,North America,No
x3q91x,North America,No
srfpnm,EMEA,No
91ozlm,Latin America,No
b28p0l,Latin America,Yes
hs62ey,North America,No
5aymw1,EMEA,No
jkdqkl,Latin America,No
wosjex,Africa,No
prmxqn,Africa,No
joh2m4,Latin America,Yes
5hkzxo,EMEA,Yes
vv8vab,APAC,Yes
djnfnk,EMEA,No
nd45wi,EMEA,No
tr2qbh,Africa,Yes
acvag4,Latin America,No
ovg1lt,APAC,No
e770ie,EMEA,No
h4hqmt,North America,No
xwq1va,APAC,Yes
zrtjoy,APAC,Yes
0zqcdh,Africa,Yes
yc4z03,EMEA,No
osxcsb,North America,No
nqax30,EMEA,Yes
dr1g7j,North America,Yes
t9sneu,EMEA,No
zbh32w,North America,No
5of6ki,North America,No
9t3pjg,APAC,No
rze83d,APAC,Yes
j815fj,North America,No
dj5y4p,Africa,No
qidie5,North America,No
xu8bwe,EMEA,No
7j4oqq,Africa,No
4715pr,EMEA,No
gbz5b2,Latin America,Yes
kchsr3,North America,No
q3xdrm,North America,Yes
w61qff,North America,Yes
eb2u19,APAC,No
vdapch,North America,No
rdizm1,EMEA,No
eegq96,EMEA,No
fnq9fp,EMEA,Yes
fmhzuq,APAC,No
578x40,EMEA,No
yjrglx,Latin America,No
wsz9jy,APAC,Yes
69r8ep,EMEA,No
v5p1lr,EMEA,Yes
86y3zt,EMEA,No
gwd8ud,North America,No
kbol51,APAC,Yes
wgd0ge,Latin America,No
g0kr8y,APAC,No
w528av,APAC,Yes
j67ala,North America,Yes
wx1tv3,North America,No
1hhir6,North America,Yes
jvq8o4,North America,No
xx3lu6,EMEA,Yes
wv69ye,Africa,Yes
luz5m1,North America,Yes
uoatj5,EMEA,Yes
84s9va,Latin America,No
lkmm9y,North America,No
4zz9bk,APAC,No
vzppoy,APAC,No
s2m3km,Latin America,No
jf67ln,Latin America,Yes
xqb4cf,Africa,Yes
zftntf,Africa,No
lutycw,Latin America,Yes
uwh6fi,APAC,Yes
hlvkhd,North America,No
357tiw,North America,Yes
ve2nn5,Latin America,No
mz69hp,North America,No
jsevoo,North America,No
tvqs7b,Africa,Yes
88dsmh,EMEA,Yes
1pazte,Latin America,No
ctismx,Latin America,No
egnl0i,Africa,No
bi4dr7,North America,No
5zm1rb,EMEA,No
0crzfr,EMEA,No
g7atdv,Africa,Yes
hch7hw,North America,Yes
w9uu1l,EMEA,No
ubhx5z,Africa,No
tme17j,APAC,No
qvyy5g,APAC,Yes
b4rpjy,APAC,No
bs88tw,APAC,No
dn11ju,APAC,No
58erjq,North America,Yes
lrdt9t,EMEA,Yes
ee4h53,North America,No
1i8t77,EMEA,No
oikvot,EMEA,No
9gorce,North America,Yes
1kyusz,APAC,No
3xiilc,EMEA,No
avzdyx,North America,No
i74h4q,EMEA,No
r8mshr,North America,No
oxs79k,APAC,No
2zkdoc,North America,No
ou2o90,EMEA,No
z9lp4d,APAC,No
ymuho2,Latin America,No
ddjys2,North America,No
r05534,EMEA,No
cgismc,Africa,No
cf38hl,EMEA,No
dpenql,APAC,Yes
h5kdrz,EMEA,No
rujep4,North America,No
7g5vdr,North America,No
sso8ho,APAC,Yes
zqvs7n,APAC,No
3vw68v,Africa,Yes
f907i3,EMEA,No
qhgemi,Africa,Yes
8yqf17,APAC,No
dyb4nd,EMEA,No
uqyu1q,EMEA,No
47d5pe,North America,Yes
3hwj1d,EMEA,No
w5xpqb,EMEA,No
xogns0,EMEA,No
aw038g,North America,No
qxwtkh,Africa,No
5tjw33,North America,Yes
6jb4d8,APAC,No
mac63g,APAC,Yes
xxljha,EMEA,No
2kh3sz,EMEA,No
du73az,EMEA,No
xzhidi,North America,No
18sone,APAC,Yes
rxh1i7,EMEA,No
ylf75p,North America,No
f8zo98,EMEA,No
mc9xgg,North America,No
5rr00x,EMEA,No
uohmt3,EMEA,Yes
0ccdhc,EMEA,No
ikyyfv,APAC,No
71ibgo,APAC,Yes
49kgt7,North America,No
ja2wga,EMEA,No
tb47jc,APAC,No
1i36dt,EMEA,No
0xhnyq,APAC,No
3wqxe5,Latin America,No
4c1zsi,APAC,No
npke3n,EMEA,No
h7xk7a,Africa,No
f7a4oo,North America,No
ce9fpi,EMEA,No
yghl7k,North America,No
msph2v,EMEA,Yes
2k5ra1,North America,Yes
o7a1zb,North America,No
ug59tt,North America,No
3xirbk,Latin America,No
c44dha,APAC,No
ewk9h7,EMEA,No
jjm55u,North America,No
6e97jp,EMEA,No
mv6uhe,EMEA,No
3d2uou,EMEA,No
ztoawi,EMEA,No
csz9ok,EMEA,No
l2o7qj,EMEA,Yes
6u2gq7,North America,No
c19urs,EMEA,No
t026v1,North America,Yes
mddguc,North America,No
0yoz43,EMEA,No
203cnj,North America,No
nzf16w,Africa,No
qnyvte,North America,No
ho4g26,Latin America,Yes
55pk4j,EMEA,Yes
tu4tof,EMEA,Yes
cufetf,Latin America,Yes
9umerq,EMEA,No
24uy3f,EMEA,No
77b970,North America,No
4z988z,EMEA,No
y217mg,North America,No
oeeo0n,North America,No
o3pylj,North America,Yes
qat02l,APAC,Yes
uxguwt,North America,No
tn1r17,North America,No
mez8ka,North America,No
v0j4e5,EMEA,No
c3asix,APAC,Yes
y7k5b8,EMEA,No
i8rpdw,EMEA,No
enhwas,EMEA,No
z4i8rz,Latin America,No
jhxom8,North America,No
nvcee8,EMEA,No
qimpls,North America,Yes
ga8b7p,EMEA,Yes
41jhjj,North America,No
koyusg,North America,No
o0v0z4,EMEA,No
rpov4f,APAC,Yes
r9zrza,Africa,No
8edm8f,North America,No
egyiny,EMEA,No
i0ooug,North America,No
pywfcz,North America,No
gazyei,EMEA,No
jcahhi,EMEA,No
n0hs62,North America,No
3unru4,EMEA,Yes
pihh6p,EMEA,Yes
j9m8ov,EMEA,No
2y49o9,EMEA,No
pxc1g3,EMEA,No
iw2ot2,EMEA,Yes
rzlj1o,EMEA,No
586v9j,EMEA,No
r37cnr,North America,No
ionrze,APAC,Yes
bhw4ik,Latin America,No
xqgw2z,Latin America,Yes
d7em4d,APAC,Yes
gbx48m,EMEA,No
13bdqu,Latin America,Yes
v4q8i4,EMEA,No
r0tn8v,APAC,No
r6u5v8,EMEA,No
18e2c4,North America,Yes
gxxpl2,North America,No
0kx5yv,EMEA,Yes
ap37w3,EMEA,No
pa5y1o,North America,No
69olyz,EMEA,No
uyj0zh,EMEA,Yes
l7013n,North America,No
4aic44,North America,Yes
vcklvc,EMEA,No
oxivch,APAC,No
hhpmg5,EMEA,No
f0pj50,EMEA,No
3jm2q3,APAC,No
l66p9w,EMEA,No
gnihvf,EMEA,No
y5q1qe,North America,Yes
96hecr,North America,No
6xdv4s,EMEA,No
yxg86a,EMEA,No
681hhs,EMEA,No
96vety,Latin America,Yes
gxp9dh,EMEA,No
7i5t2a,EMEA,No
ybrfen,North America,No
cn7ata,APAC,No
ykgcdr,EMEA,Yes
afsygy,North America,No
amp6ii,North America,No
7yvoao,EMEA,No
rwwjp8,EMEA,No
gi9vb7,North America,Yes
of70vf,EMEA,Yes
1s6gk8,EMEA,No
gqjh8e,EMEA,No
6szaif,Africa,Yes
bjb9w1,APAC,Yes
10sqst,EMEA,No
zbb83n,North America,No
su3xni,EMEA,No
076juv,North America,Yes
54xue8,North America,No
k6fy9y,APAC,No
e2eub4,APAC,No
8osqnf,EMEA,No
140pat,APAC,No
o1js7x,APAC,Yes
klejxx,EMEA,No
h1xuyg,APAC,Yes
lui59w,EMEA,No
yaxb22,Africa,Yes
305rtg,EMEA,No
a26pgz,Latin America,No
9rjmpo,Latin America,Yes
lb52wg,EMEA,No
2msany,North America,No
87vkjh,EMEA,No
okgr5k,APAC,No
vowpqf,EMEA,No
jaq586,APAC,Yes
4uzkdv,Latin America,No
wal9qi,APAC,No
norpib,North America,No
q0awg5,EMEA,No
szxe9t,Latin America,No
56pxm2,EMEA,No
f1tmmg,EMEA,No
c9nhwp,APAC,No
bn1bah,Africa,No
inia5v,Africa,No
042acv,North America,No
v1g416,North America,No
7r6wsz,North America,Yes
3tbzck,Africa,No
av6wl5,EMEA,No
t8ep7d,APAC,No
9qjwdz,APAC,No
n1nu9a,APAC,No
0l8ib2,EMEA,No
kgxtz2,North America,No
q7gx8v,EMEA,No
ymx3lp,APAC,No
u7i6rj,North America,No
rjss5x,North America,No
20xuwh,North America,No
zkuui8,APAC,Yes
if1xmi,EMEA,No
bwoq60,EMEA,No
vvc6zu,EMEA,Yes
tyydiw,EMEA,No
qnzz2m,North America,Yes
7zk7k0,EMEA,No
3c6m92,North America,Yes
okrr2r,APAC,Yes
84n3mj,EMEA,No
f15m8b,EMEA,Yes
9qbik5,EMEA,No
0v8ei4,North America,No
w5bnsb,EMEA,No
j2lic0,APAC,No
3ucg8s,Latin America,No
1lyx2r,EMEA,No
5xiw91,APAC,No
rwxlp2,Latin America,No
ozbhhl,EMEA,No
jr3miq,North America,No
f5py1l,North America,No
m2hmsk,North America,No
trwkn5,North America,No
d7e1n9,EMEA,No
et0u9w,North America,Yes
f6vmf8,North America,No
smzzi9,Africa,No
zm0bbv,Africa,No
jn1dvv,Latin America,No
tw9r91,EMEA,No
4t354a,North America,No
rguwak,Latin America,Yes
l1cimy,EMEA,No
fwc1t3,APAC,Yes
rifl3q,EMEA,Yes
akdd78,EMEA,No
inrzea,North America,No
1rulny,APAC,No
yzrwo9,APAC,No
52md3b,Latin America,No
7359ap,North America,No
hyhtl9,North America,Yes
s46bxj,North America,No
fakvzn,EMEA,Yes
qik895,EMEA,No
2praaw,North America,Yes
vrbmtz,Africa,No
ulmgt8,EMEA,No
cdr2yz,North America,Yes
ecbj3x,North America,Yes
emgdw6,North America,No
dn5ala,APAC,No
riw45b,APAC,No
jzjhx4,North America,Yes
jl2r91,APAC,No
ugozk8,North America,No
okujdd,EMEA,No
sw3hrw,Africa,Yes
gcsij3,APAC,Yes
9bloup,EMEA,Yes
wxk68x,North America,No
qmiib3,EMEA,No
hxo9jp,North America,No
lepfhl,Africa,No
6erqbc,APAC,No
u0suyb,EMEA,No
p5t24f,EMEA,No
eskuna,North America,No
sjf5xs,APAC,No
i1dx4k,North America,Yes
9tk6lq,APAC,Yes
tb9i4j,North America,No
u70z83,North America,No
rq19yu,North America,No
s14t2v,EMEA,No
lyn4ob,EMEA,No
aj2ceu,North America,No
g9gf98,North America,No
co4tkj,EMEA,Yes
jjeq1e,EMEA,Yes
thkqgj,North America,No
m346nx,EMEA,Yes
r1y4f0,North America,No
kudxjj,North America,No
wc8461,Latin America,Yes
raf8qs,North America,Yes
2egtl6,North America,No
k03gxl,APAC,No
re1tuv,North America,Yes
syhug6,EMEA,No
4gx9ff,EMEA,No
nr0vt6,Africa,No
6t7lq8,APAC,Yes
wcerwo,Latin America,No
3ddocl,EMEA,No
bozy6c,APAC,Yes
detc25,Africa,No
6rdj6j,North America,Yes
5dwp1t,North America,No
tkr2te,EMEA,No
tgeaqf,APAC,No
cfpzo1,North America,No
2th87i,EMEA,No
2o3miv,North America,No
lwy3t4,North America,Yes
n4zcrs,EMEA,No
9qzz6s,EMEA,No
yf7iq9,EMEA,Yes
jswxv1,EMEA,No
38b1z1,Africa,No
w5w5lt,EMEA,No
osme77,North America,No
ckyi2n,Latin America,No
0fkmi3,North America,No
l9kgwt,North America,No
k2gptk,APAC,No
rcwxt8,EMEA,No
zjexg8,EMEA,Yes
7w4pws,EMEA,No
s2x9n2,APAC,Yes
w8u0ga,North America,No
gzvg83,EMEA,No
yqezm8,EMEA,No
j3o9e9,Latin America,No
ycq3se,EMEA,No
8juzrr,EMEA,No
m7vtbu,EMEA,No
6pe2ia,EMEA,No
l7v422,EMEA,No
7nuw90,North America,No
g60sbm,EMEA,No
fq7g29,EMEA,No
cnjcjh,Africa,No
4sl1lk,EMEA,No
gapfjk,North America,No
dg4ucf,APAC,No
h5gypn,Latin America,No
kodhcp,EMEA,No
ta9gyl,APAC,No
4a40xk,Africa,Yes
7c5d05,North America,No
l0jowg,North America,No
rdj657,APAC,No
ulqyho,APAC,No
yrlnzh,North America,No
3hzirm,APAC,No
bpikm8,Africa,Yes
iux39f,EMEA,Yes
zr9tze,APAC,No
mtiqq0,Africa,Yes
0byylf,EMEA,No
n2u86n,Africa,Yes
w1rrx4,EMEA,No
3sr0uq,APAC,No
8gkiwf,North America,No
nq7cp1,North America,No
1khdku,EMEA,No
zkwiof,North America,No
1pvgja,North America,No
yyd9zf,APAC,No
aitndb,North America,No
3pwk44,Latin America,Yes
skxdkr,EMEA,No
g4wjlt,APAC,No
5p7ivv,North America,Yes
h69h7t,North America,Yes
lq4p18,North America,No
hpm8y7,EMEA,Yes
uf3705,North America,Yes
hjxgek,North America,No
nqy2oo,APAC,No
3h6edl,North America,No
jwwzp7,EMEA,No
b5qhcd,APAC,No
f2dx60,APAC,No
h47t6t,North America,No
2bgmup,EMEA,No
idbgy0,North America,No
bervrl,APAC,No
fb6wkj,APAC,No
o8wdwc,APAC,No
1fb0gv,APAC,No
9hnnzu,APAC,Yes
4kc77o,APAC,Yes
rv2t2j,Africa,No
fl4iv5,North America,No
g03e48,EMEA,No
4yk2yc,EMEA,No
xhf54r,APAC,No
hyq0b0,EMEA,No
d0xye8,Latin America,No
a4dzw7,APAC,No
zx558r,North America,No
egn22u,North America,No
ukiyxs,APAC,Yes
gz68h8,North America,Yes
ibsmhl,North America,No
oc9csf,APAC,No
mjjcja,North America,No
jnu3ld,North America,No
p38mb8,North America,No
t1dp0k,Africa,Yes
jpumsd,Africa,No
57x0vy,EMEA,No
k0tbjh,APAC,Yes
ujruz0,EMEA,No
b4agzh,EMEA,No
l087fr,APAC,Yes
d12afj,EMEA,No
kh3wk2,EMEA,Yes
jmat07,EMEA,No
luvynv,APAC,No
ynvwbk,North America,No
ro5738,EMEA,No
nm7k7g,APAC,No
g9kihg,EMEA,No
jk9ji3,North America,No
x53w3s,APAC,No
djhbzq,EMEA,No
o2o502,EMEA,No
5r7st8,Latin America,Yes
bbafbk,APAC,No
ma8kak,EMEA,No
8vcxf9,APAC,No
f3gtpl,North America,Yes
4hcsfq,APAC,No
q5uzpa,North America,No
r23hot,APAC,Yes
0nq64e,North America,No
figh46,APAC,Yes
7ecpyy,EMEA,Yes
rhi8gk,APAC,No
magaq5,North America,No
r52hsm,EMEA,No
2suo3m,North America,Yes
h27z6r,APAC,No
vl8nwu,APAC,No
uzl7qk,North America,No
q110bp,APAC,No
8dxl4l,North America,No
f96wl2,North America,No
af4jl6,EMEA,No
90rlfz,EMEA,Yes
e4bdk9,EMEA,No
y53q90,North America,No
1w4bji,EMEA,No
pr7f8w,North America,No
inc2pr,North America,No
2kssvt,North America,No
a3nf4k,EMEA,No
uv3aqx,APAC,Yes
unjht8,Africa,Yes
3m5a5t,Latin America,No
ilhe9f,EMEA,Yes
g8jish,EMEA,No
gslvxq,EMEA,No
4rftsv,APAC,Yes
hmlaqy,EMEA,No
7dblui,EMEA,Yes
7zccit,EMEA,No
uhuj1w,North America,Yes
8hiixz,North America,No
z3nfo9,North America,Yes
f6esi3,North America,Yes
e38hlr,North America,No
rn4lj6,EMEA,No
8cyhi5,APAC,No
uy6rnq,North America,No
hhl6o7,Latin America,Yes
n251ss,EMEA,No
rm251m,Latin America,No
ek9kug,North America,No
r31i4s,Africa,No
o55pgy,EMEA,No
p3tz0q,North America,No
oi2bsg,North America,No
dt0mkp,APAC,No
hjzuxp,EMEA,No
e05tn0,EMEA,No
ma43nv,North America,No
m03qw0,EMEA,Yes
v3lgyc,North America,No
0686jf,Latin America,Yes
6h7gal,APAC,No
thqqh9,EMEA,No
kw869w,North America,No
rfihch,EMEA,No
44ic8a,North America,Yes
kzzr67,EMEA,No
jmkicb,Latin America,Yes
6aaxof,EMEA,No
kp60vg,North America,No
81bo36,APAC,Yes
4xenwc,North America,No
y3hsxn,North America,No
m5ccqa,North America,No
2r663q,APAC,No
7d38ay,APAC,No
x4iptr,APAC,Yes
9wetf8,North America,No
jhab0i,APAC,No
dzjt6s,EMEA,Yes
2ufn2n,North America,No
r79x1t,EMEA,No
jtn6w7,North America,No
vrqpio,North America,No
fe2icd,Africa,No
y3vd6g,North America,No
vvpy0d,Africa,No
jgp1ww,APAC,No
giig49,APAC,Yes
3i2pu6,North America,No
fpk63w,North America,No
flruww,APAC,Yes
cnkee5,EMEA,No
t4ktmq,EMEA,No
b8x5ho,APAC,No
boeven,Africa,Yes
v0thap,North America,No
f2r6l4,Latin America,No
2eag2g,EMEA,No
shpg7c,Latin America,Yes
c20s4m,North America,Yes
0h201z,North America,No
gaqca8,North America,No
us2nmd,North America,No
2tjv4e,EMEA,No
puaafo,APAC,Yes
m2yxd3,North America,No
vp4oio,North America,No
boe87r,EMEA,No
dgjmbs,EMEA,Yes
qy4slc,APAC,No
4ko3wz,Africa,No
7w9rb9,Africa,No
sentk9,Africa,No
09wbcm,North America,No
ndr80a,Latin America,No
a08uu4,EMEA,No
dkvokc,North America,No
hv3c0y,Latin America,No
sydk1g,North America,No
g9h4te,North America,No
ske9i2,EMEA,Yes
2om520,Africa,No
hlav31,APAC,Yes
2hvcjz,Africa,Yes
yogrys,North America,No
tsym31,North America,Yes
bmqbun,EMEA,Yes
mbr26t,APAC,Yes
73wcva,EMEA,No
rfwhv3,Africa,Yes
17ltoz,EMEA,No
lj223t,APAC,Yes
luwpi4,EMEA,No
1q42kg,North America,No
6fyyus,EMEA,No
ju86q2,Latin America,No
sk740m,APAC,No
qcwycd,APAC,No
8r6jj3,Africa,Yes
0cca1l,EMEA,Yes
ypoxiw,APAC,No
